Food Code,Food Name,Group,Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),,,,,,,,,,,,,,,,,,,,,,,
13-837,"Mint, dried",H,0,N,,N,N,N,N,N,N,0,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-836,"Mint, fresh",H,0,5,,0.12,0.33,1.1,N,N,N,0,110,N,N,31,,,,,,,,,,,,,,,,,,,,,,,
13-886,Mixed curry spices,H,0,N,,0.3,0.69,6.9,N,N,N,0,33,N,N,1,,,,,,,,,,,,,,,,,,,,,,,
13-884,"Mixed herbs, dried",H,0,N,,N,0.34,5,N,N,N,N,N,N,N,43,,,,,,,,,,,,,,,,,,,,,,,
17-059,Molasses,SC,0,0.41,,0.04,Tr,0.9,0,0.9,0.67,0,0,0.8,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
16-093,"Monkfish, flesh only, grilled",JA,Tr,N,,0.04,0.08,N,4.3,N,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-094,"Monkfish, flesh only, grilled, weighed with bones",JA,Tr,N,,0.03,0.06,N,3.3,N,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-092,"Monkfish, flesh only, raw",JA,Tr,N,,0.03,0.06,N,2.9,N,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-912,"Mooli paratha, homemade",AF,N,2.87,,0.14,0.09,2.2,N,N,N,0,12,0.49,4,Tr,,,,,,,,,,,,,,,,,,,,,,,
19-609,"Moussaka, homemade",MR,N,N,,0.07,0.12,1.5,1.7,3.2,0.12,0.8,9,0.43,N,3,,,,,,,,,,,,,,,,,,,,,,,
19-507,"Moussaka, retail, reheated",MR,0.3,N,,0.05,0.19,1.5,1.5,3,0.15,1,8,0.48,2,N,,,,,,,,,,,,,,,,,,,,,,,
15-734,"Moussaka, vegetable, homemade",DR,0.2,N,,0.09,0.11,0.5,0.5,1,0.16,0.4,17,0.47,N,3,,,,,,,,,,,,,,,,,,,,,,,
15-652,"Moussaka, vegetable, retail",DR,N,N,,0.06,0.07,0.7,1.3,2,0.18,Tr,12,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
12-401,"Mousse, chocolate, low fat",BR,Tr,0.79,,0.12,0.26,0.2,0.8,1,0.01,0,0,0.74,2.1,0,,,,,,,,,,,,,,,,,,,,,,,
12-402,"Mousse, fruit",BR,0.1,0.39,,0.04,0.23,0.2,1.1,1.3,0.05,0.2,6,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-781,"Muesli, Swiss style, no added sugar or salt, unfortified",AI,0,0.52,,0.17,0.37,6.9,2.3,9.2,0.53,0,45,0.6,6,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-780,"Muesli, Swiss style, unfortified",AI,0,0.52,,0.17,0.37,6.9,2.3,9.2,0.53,0,45,0.6,6,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-1094,"Muffins, American style, chocolate chip, homemade",AN,0.4,0.9,,0.09,0.13,0.6,1.3,1.9,0.07,0.5,9,0.41,4.1,1,,,,,,,,,,,,,,,,,,,,,,,
11-737,"Muffins, American, chocolate, retail",AN,Tr,3.34,,0.03,0.11,0.7,0.8,1.5,0.01,0.4,9,0.48,2.2,0,,,,,,,,,,,,,,,,,,,,,,,
11-738,"Muffins, American, not chocolate, retail",AN,Tr,2.4,,0.03,0.1,0.7,0.8,1.5,0.01,0.2,9,0.48,2.2,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-1095,"Muffins, bran, homemade",AP,0.4,0.6,2.6,0.21,0.19,5.3,2.3,7.9,0.23,0.6,14,0.76,9.9,1,,,,,,,,,,,,,,,,,,,,,,,
11-541,"Muffins, English style, white",AP,Tr,0.09,,0.24,0.16,2,2.1,4.1,0.12,Tr,41,0.5,7,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-542,"Muffins, English style, white, toasted",AP,Tr,0.1,,0.27,0.18,2.3,2.4,4.7,0.14,Tr,47,0.57,8,Tr,,,,,,,,,,,,,,,,,,,,,,,
14-168,"Mulberries, whole fruit, raw",FA,0,N,,0.03,0.05,0.7,0.2,0.9,0.06,0,33,0.24,1.9,19,,,,,,,,,,,,,,,,,,,,,,,
14-169,"Mulberries, whole fruit, stewed with sugar",FA,0,N,,0.02,0.03,0.4,0.2,0.6,0.04,0,5,0.14,1.1,11,,,,,,,,,,,,,,,,,,,,,,,
14-170,"Mulberries, whole fruit, stewed without sugar",FA,0,N,,0.02,0.03,0.5,0.2,0.7,0.04,0,5,0.15,1.2,12,,,,,,,,,,,,,,,,,,,,,,,
16-096,"Mullet, Grey, flesh only, grilled",JA,N,N,,0.07,0.18,4.4,4.8,9.2,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-095,"Mullet, Grey, flesh only, raw",JA,N,N,,0.06,0.15,3.8,3.7,7.5,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-097,"Mullet, Grey, grilled, weighed with bones and skin",JA,N,N,,0.04,0.1,2.4,2.6,5,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-099,"Mullet, Red, flesh only, grilled",JA,0.9,0.59,,0.07,0.1,4.2,3.8,8,0.41,2,10,0.49,3,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-100,"Mullet, Red, flesh only, grilled, weighed with bones and skin",JA,0.4,0.28,,0.03,0.05,2,1.8,3.8,0.19,1,5,0.23,1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-098,"Mullet, Red, flesh only, raw",JA,0.8,0.51,,0.08,0.08,3.6,3.5,7.1,0.42,2,11,0.46,2,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-416,"Mushroom, dried",DI,0,14.86,,Tr,Tr,38.7,N,N,Tr,0,Tr,Tr,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-288,"Mushrooms, Chinese, dried, raw",DG,0,N,,0.37,1.32,11.3,1.6,12.9,0.53,0,30,2.1,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-289,"Mushrooms, Jew's ear, tender, dried, raw",DG,0,N,,0.16,0.48,4.1,1.1,5.2,N,0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-290,"Mushrooms, Jew's ear, tender, dried, soaked, raw",DG,0,N,,0.01,0.07,0.1,0.1,0.2,N,0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-291,"Mushrooms, Jew's ear, tough, dried, raw",DG,0,N,,0.17,0.32,2.2,0.6,2.8,N,0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-292,"Mushrooms, Jew's ear, tough, dried, soaked, raw",DG,0,N,,0.03,0.09,0.1,0.1,0.2,N,0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-293,"Mushrooms, oyster, raw",DG,0,N,,N,0.43,N,0.2,N,N,0,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-295,"Mushrooms, shiitake, cooked",DG,0,N,,0.04,0.17,1.5,0.1,1.6,N,0,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-294,"Mushrooms, shiitake, dried, raw",DG,0,N,,0.3,1.27,14.1,0.5,14.6,N,0,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-546,"Mushrooms, white, fried in corn oil",DG,0,1.88,0.4,0.15,0.39,3.6,0.7,4.3,0.11,0,26,2.73,13.4,1,,,,,,,,,,,,,,,,,,,,,,,
13-507,"Mushrooms, white, fried in rapeseed oil",DG,0,2.41,0.4,0.15,0.39,3.6,0.7,4.3,0.11,0,26,2.73,13.4,1,,,,,,,,,,,,,,,,,,,,,,,
13-545,"Mushrooms, white, fried in salted butter",DG,0.1,0.4,,0.09,0.34,2.3,0.4,2.7,0.19,Tr,11,1.4,8,1,,,,,,,,,,,,,,,,,,,,,,,
13-505,"Mushrooms, white, raw",DG,0,0.01,0.28,0.13,0.27,2.5,0.5,3,0.1,0,40,2.38,11.7,1,,,,,,,,,,,,,,,,,,,,,,,
13-506,"Mushrooms, white, stewed in unsalted water",DG,0,0.01,0.27,0.09,0.26,1.8,0.8,2.6,0.06,0,15,1.29,10.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-411,"Mussels in white wine sauce, cooked",JM,Tr,0.84,,0.05,0.18,0.8,1.8,2.6,0.03,9.4,26,0.39,4.8,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-390,"Mussels, purchased cooked",JM,Tr,1.72,,0.02,0.26,1,4.6,5.6,0.03,10.6,25,0.32,11,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-497,"Mussels, raw",JM,Tr,0.74,,0.02,0.35,1.6,2.6,4.2,0.08,19,37,0.39,7,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-297,"Mustard and cress, raw",DG,0,0.7,88,0.04,0.04,1,0.3,1.3,0.15,0,60,N,N,33,,,,,,,,,,,,,,,,,,,,,,,
13-299,"Mustard leaves, boiled in unsalted water",DG,0,N,,0.04,0.07,0.5,N,N,N,0,N,0.12,N,26,,,,,,,,,,,,,,,,,,,,,,,
13-298,"Mustard leaves, raw",DG,0,2.01,,0.07,0.13,0.8,N,N,N,0,N,0.21,N,71,,,,,,,,,,,,,,,,,,,,,,,
17-362,Mustard powder,WY,0,N,,N,N,N,8.5,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-839,Mustard seeds,H,0,N,,0.54,0.38,7.9,8.5,16.4,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-363,"Mustard, powder, made up",WY,0,N,,N,N,N,4.3,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-364,"Mustard, smooth",WY,0,N,,N,N,N,2.1,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-365,"Mustard, wholegrain",WY,0,N,,N,N,N,2.4,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
14-380,"Nectarines, flesh and skin, raw",FA,0,0.45,2.5,0.02,0.02,0.7,0.1,0.8,0.04,0,8,0.39,0.1,3,,,,,,,,,,,,,,,,,,,,,,,
14-381,"Nectarines, flesh and skin, raw, weighed with stones",FA,0,0.41,2.3,0.02,0.02,0.6,0.1,0.7,0.04,0,7,0.36,0.1,3,,,,,,,,,,,,,,,,,,,,,,,
11-719,"Noodles, egg, dried, raw",AD,0.2,0.53,,0.12,0.02,3.3,2.5,5.8,0.15,Tr,19,0.6,4,0,,,,,,,,,,,,,,,,,,,,,,,
11-941,"Noodles, egg, fine, dried, boiled in unsalted water",AD,0.1,0.27,,Tr,Tr,0.5,1.1,1.5,0.01,Tr,5,0.23,0.8,0,,,,,,,,,,,,,,,,,,,,,,,
11-1096,"Noodles, egg, fried with spring onions, homemade",AD,0.1,2.82,,0,0,0.5,1.2,1.8,0.01,Tr,6,0.26,0.9,1,,,,,,,,,,,,,,,,,,,,,,,
11-724,"Noodles, egg, medium, dried, boiled in unsalted water",AD,0.1,0.35,,Tr,Tr,0.6,1.4,2,0.01,Tr,6,0.3,1,0,,,,,,,,,,,,,,,,,,,,,,,
11-942,"Noodles, egg, thick, dried, boiled in unsalted water",AD,0.1,0.3,,Tr,Tr,0.5,1.2,1.7,0.01,Tr,5,0.26,0.9,0,,,,,,,,,,,,,,,,,,,,,,,
11-725,"Noodles, rice, fine, dried, boiled in unsalted water",AD,0,0.09,,Tr,Tr,0.1,0.8,0.9,0.01,0,3,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-814,"Nougat, homemade",SEC,0.6,0.88,,0.12,0.12,0.3,1.3,1.6,N,0.5,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
15-216,"Nut and rice roast, mixed nuts with egg, homemade",DR,0.1,2.88,,0.2,0.23,4.4,2.7,7.1,N,0.2,24,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-215,"Nut and rice roast, mixed nuts, homemade",DR,0,3,,0.21,0.21,4.7,2.6,7.3,N,0,24,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-218,"Nut and seed roast, mixed nuts and sunflower seeds with egg, homemade",DR,0.2,6.72,,0.32,0.25,4.2,3,7.2,0.19,0.2,23,0.57,21.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-217,"Nut and seed roast, mixed nuts and sunflower seeds, homemade",DR,0,7.16,,0.34,0.24,4.5,2.8,7.3,0.2,0,23,0.49,22.2,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-220,"Nut and vegetable roast, mixed nuts with egg, homemade",DR,0.1,3.16,,0.19,0.22,4,2.5,6.5,0.22,0.2,24,0.64,23.5,1,,,,,,,,,,,,,,,,,,,,,,,
15-219,"Nut and vegetable roast, mixed nuts, homemade",DR,0,3.29,,0.19,0.21,4.3,2.3,6.6,0.23,0,24,0.57,23.9,2,,,,,,,,,,,,,,,,,,,,,,,
15-208,"Nut croquettes, fried in sunflower oil, homemade",DR,0,7.83,,0.16,0.12,4.1,1.9,6,0.17,0,15,0.81,23.6,1,,,,,,,,,,,,,,,,,,,,,,,
15-209,"Nut croquettes, fried in vegetable oil, homemade",DR,0,4.67,,0.16,0.12,4.1,1.9,6,0.17,0,15,0.75,19.5,1,,,,,,,,,,,,,,,,,,,,,,,
15-210,"Nut cutlets, retail, fried in sunflower oil",DR,0,7.68,,0.12,0.1,1.4,1.1,2.5,N,0,9,0.41,6.8,1,,,,,,,,,,,,,,,,,,,,,,,
15-211,"Nut cutlets, retail, fried in vegetable oil",DR,0,5.18,,0.12,0.1,1.4,1.1,2.5,N,0,9,0.41,6.8,1,,,,,,,,,,,,,,,,,,,,,,,
15-212,"Nut cutlets, retail, grilled",DR,0,2.94,,0.12,0.08,1.2,1.1,2.3,N,0,10,0.35,5.8,1,,,,,,,,,,,,,,,,,,,,,,,
15-643,"Nut roast, homemade",DR,0,6.56,,0.51,0.31,6.2,2.9,9.1,0.28,Tr,89,1,29.3,0,,,,,,,,,,,,,,,,,,,,,,,
15-214,"Nut roast, mixed nuts with egg, homemade",DR,0.2,3.17,,0.19,0.26,4.7,2.9,7.6,0.24,0.2,26,0.7,29.7,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-221,"Nut, mushroom and rice roast, homemade",DR,0,2.5,,0.17,0.18,3.4,1.7,5.1,N,Tr,20,N,N,1,,,,,,,,,,,,,,,,,,,,,,,
13-877,"Nutmeg, ground",H,0,N,,0.35,0.06,1.3,N,N,0.16,0,76,N,N,3,,,,,,,,,,,,,,,,,,,,,,,
14-880,"Nuts, mixed",GA,0,12.78,,0.89,0.22,10,5,15,0.51,0,93,2.07,66.1,0,,,,,,,,,,,,,,,,,,,,,,,
11-1100,"Oatcakes, homemade",AM,0.1,0.71,0.8,0.91,0.05,0.7,2.4,3.1,0.29,0,28,0.66,16.5,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-823,"Oatcakes, plain, retail",AM,0,2.52,,0.32,0.09,0.7,2.3,3,0.1,0,26,1,17,0,,,,,,,,,,,,,,,,,,,,,,,
16-259,"Octopus, raw",JM,Tr,N,,0.07,0.07,5,3.8,8.8,0.36,N,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-031,"Oil, coconut",OC,0,0.66,1,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-488,"Oil, cod liver",OC,210,20,0.3,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-033,"Oil, corn",OC,0,17.24,3,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-034,"Oil, cottonseed",OC,0,42.77,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-035,"Oil, evening primrose",OC,0,N,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-036,"Oil, grapeseed",OC,0,N,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-037,"Oil, hazelnut",OC,0,N,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-038,"Oil, olive",OC,0,5.1,57.5,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-039,"Oil, palm",OC,0,33.12,7.9,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-040,"Oil, peanut (groundnut)",OC,0,15.16,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-041,"Oil, rapeseed",OC,0,22.21,112.5,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-042,"Oil, safflower",OC,0,40.68,3.4,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-043,"Oil, sesame",OC,0,N,,0.01,0.07,0.1,Tr,0.1,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-044,"Oil, soya",OC,0,16.06,131,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-045,"Oil, sunflower",OC,0,49.22,6.3,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-686,"Oil, vegetable, average",OC,0,22.21,112.5,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-047,"Oil, walnut",OC,0,N,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-048,"Oil, wheatgerm",OC,0,136.65,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
15-824,"Okra with tomatoes and onion, Greek, homemade",DR,0,N,,0.17,0.05,0.9,0.4,1.3,0.18,0,43,0.25,N,13,,,,,,,,,,,,,,,,,,,,,,,
15-825,"Okra with tomatoes and onion, West Indian, homemade",DR,0,N,,0.17,0.05,1,0.5,1.5,0.19,0,45,0.25,N,13,,,,,,,,,,,,,,,,,,,,,,,
13-652,"Okra, boiled in unsalted water",DG,0,N,,0.13,0.05,0.9,0.3,1.2,0.19,0,46,0.21,2.2,16,,,,,,,,,,,,,,,,,,,,,,,
13-300,"Okra, raw",DG,0,N,,0.2,0.06,1,0.4,1.4,0.21,0,88,0.25,N,21,,,,,,,,,,,,,,,,,,,,,,,
13-302,"Okra, stir-fried in corn oil",DG,0,4.5,,0.17,0.06,0.9,0.6,1.5,0.2,0,83,0.23,N,21,,,,,,,,,,,,,,,,,,,,,,,
14-340,"Olives, green, in brine, drained, flesh and skin",FA,0,1.99,,Tr,Tr,Tr,0.1,0.1,0.02,0,Tr,0.02,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
14-359,"Olives, green, in brine, drained, flesh and skin, weighed with stones",FA,0,1.59,,Tr,Tr,Tr,0.1,0.1,0.02,0,Tr,0.02,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
12-947,"Omelette, cheese, homemade",CD,1.9,3.71,,0.06,0.36,Tr,4.2,4.2,0.12,2.3,29,0.82,12.6,Tr,,,,,,,,,,,,,,,,,,,,,,,
12-956,"Omelette, curried, homemade",CDE,2.2,1.49,,0.08,0.28,0.3,0.2,0.5,0.09,1.7,24,0.82,6.6,0,,,,,,,,,,,,,,,,,,,,,,,
12-946,"Omelette, plain, homemade",CD,2.8,5.38,,0.07,0.35,Tr,2.9,2.9,0.1,2.3,28,0.99,16.9,0,,,,,,,,,,,,,,,,,,,,,,,
12-957,"Omelette, Spanish, homemade",CD,1.1,1.8,,0.12,0.16,0.5,1.4,1.9,0.13,0.9,26,0.63,N,29,,,,,,,,,,,,,,,,,,,,,,,
17-815,"Onion sauce, made with semi-skimmed milk, homemade",WCD,N,N,,0.04,0.15,0.3,0.6,0.9,0.07,0.6,7,0.41,2.4,2,,,,,,,,,,,,,,,,,,,,,,,
17-816,"Onion sauce, made with skimmed milk, homemade",WCD,N,N,,0.04,0.14,0.3,0.6,0.9,0.07,0.5,7,0.31,2,2,,,,,,,,,,,,,,,,,,,,,,,
17-817,"Onion sauce, made with whole milk, homemade",WCD,N,N,,0.04,0.18,0.3,0.6,0.9,0.07,0.7,6,0.41,2.3,2,,,,,,,,,,,,,,,,,,,,,,,
13-589,"Onions, baked",DG,0,0.36,,0.11,0.02,0.3,0.3,0.6,0.1,0,11,0.04,1,3,,,,,,,,,,,,,,,,,,,,,,,
13-500,"Onions, boiled in unsalted water",DG,0,0.31,,0.03,Tr,0.3,0.2,0.5,0.07,0,8,0.06,0.7,4,,,,,,,,,,,,,,,,,,,,,,,
13-590,"Onions, dried, raw",DG,0,2.54,,0.23,Tr,0.8,2.4,3.2,N,0,N,0.7,N,33,,,,,,,,,,,,,,,,,,,,,,,
13-611,"Onions, fried in butter",D,N,N,,0.12,0.03,0.4,0.4,0.8,0.1,0,7,0.04,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
13-592,"Onions, fried in corn oil",DG,0,1.18,,0.12,0.03,0.4,0.4,0.8,0.1,0,7,0.04,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
13-593,"Onions, fried in lard",DG,0,0.34,,0.12,0.03,0.4,0.4,0.8,0.1,0,7,0.04,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
13-591,"Onions, fried in rapeseed oil",DG,0,1.44,,0.12,0.03,0.4,0.4,0.8,0.1,0,7,0.04,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
13-501,"Onions, fried in sunflower oil",DG,0,2.85,,0.12,0.03,0.4,0.4,0.8,0.1,0,7,0.04,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
13-309,"Onions, pickled, drained",DG,0,0.31,,0.02,Tr,0.1,0.2,0.3,0.1,0,14,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-499,"Onions, raw",DG,0,0.29,,0.11,0.02,0.3,0.3,0.6,0.1,0,11,0.04,1,3,,,,,,,,,,,,,,,,,,,,,,,
14-330,"Orange juice, ambient, UHT",FC,0,0.15,,0.33,0.02,0.4,Tr,0.4,0.04,0,32,0.19,0.7,31,,,,,,,,,,,,,,,,,,,,,,,
14-329,"Orange juice, chilled",FC,0,0.15,,0.28,0.02,0.4,Tr,0.4,0.06,0,22,0.15,0.7,40,,,,,,,,,,,,,,,,,,,,,,,
14-369,"Orange juice, freshly squeezed",FC,0,0.35,,0.08,0.02,0.2,0.1,0.3,0.05,0,28,0.27,1,48,,,,,,,,,,,,,,,,,,,,,,,
14-370,"Orange juice, freshly squeezed, weighed as whole fruit",FC,0,0.16,,0.04,0.01,0.1,Tr,0.1,0.02,0,13,0.12,0.5,22,,,,,,,,,,,,,,,,,,,,,,,
16-199,"Orange roughy, raw",JC,N,N,,N,N,N,2.7,N,N,N,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
14-327,"Oranges, flesh only",FA,0,0.35,0.05,0.22,0.03,0.5,0.1,0.6,0.05,0,33,0.27,1,52,,,,,,,,,,,,,,,,,,,,,,,
14-360,"Oranges, flesh only, weighed with peel and pips",FA,0,0.25,0.04,0.16,0.02,0.4,0.1,0.5,0.04,0,23,0.19,0.7,37,,,,,,,,,,,,,,,,,,,,,,,
13-878,"Oregano, dried, ground",H,0,N,,0.18,0.53,4.6,N,N,1.04,0,237,0.92,N,2,,,,,,,,,,,,,,,,,,,,,,,
13-891,"Oregano, fresh",H,0,N,,0.04,0.11,0.9,N,N,0.21,0,48,0.19,N,45,,,,,,,,,,,,,,,,,,,,,,,
14-177,"Ortaniques, flesh only",FA,0,0.24,,0.1,0.04,0.4,0.1,0.5,0.1,0,31,0.37,1,50,,,,,,,,,,,,,,,,,,,,,,,
17-818,"Ovaltine powder, made up with semi-skimmed milk",PAA,0.6,1.36,,0.15,0.35,1.9,N,1.9,0.2,1,28,1.21,8.2,10,,,,,,,,,,,,,,,,,,,,,,,
17-819,"Ovaltine powder, made up with skimmed milk",PAA,0.6,1.33,,0.15,0.34,1.9,N,1.9,0.2,1,28,1.06,7.7,9,,,,,,,,,,,,,,,,,,,,,,,
17-820,"Ovaltine powder, made up with whole milk",PAA,0.6,1.12,,0.14,0.35,1.9,N,N,0.2,1,25,1.12,7.8,6,,,,,,,,,,,,,,,,,,,,,,,
17-734,"Ovaltine, powder",PAA,5,12,,1.1,1.4,16,N,N,1.4,2.5,200,6,50,80,,,,,,,,,,,,,,,,,,,,,,,
18-420,"Oxtail, meat only, stewed with added salt",MG,Tr,0.45,,0.02,0.28,3.3,6.5,9.8,0.14,2,9,0.9,2,0,,,,,,,,,,,,,,,,,,,,,,,
50-494,"Oxtail, meat only, stewed, weighed with fat and bones",MG,Tr,0.17,,0.01,0.11,1.3,2.5,3.8,0.05,1,3,0.3,1,0,,,,,,,,,,,,,,,,,,,,,,,
18-419,"Oxtail, raw",MG,Tr,0.29,,0.03,0.29,4.5,4.3,8.8,0.27,3,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
16-260,"Oysters, raw",JM,1,0.85,,0.15,0.19,1.8,2.3,4.1,0.16,17,N,0.37,10,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-261,"Oysters, raw, weighed with shells",JM,0.1,0.12,,0.02,0.03,0.3,0.3,0.6,0.02,2,N,0.05,1,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-516,"Pak choi, steamed",DG,0,0.4,,0.07,0.04,0.5,0.3,0.8,0.04,0,80,0.14,1,15,,,,,,,,,,,,,,,,,,,,,,,
15-620,"Pakora, vegetable, takeaway and restaurant",DR,0,3.36,,0.11,0.2,0.6,N,N,N,0,34,0.54,2,1,,,,,,,,,,,,,,,,,,,,,,,
15-826,"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",DR,0,5.38,,0.12,0.06,0.7,1,1.7,0.16,0,36,0.35,N,2,,,,,,,,,,,,,,,,,,,,,,,
15-827,"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",DR,0,5.73,,0.14,0.11,1,1.5,2.5,0.19,0,48,1.02,N,27,,,,,,,,,,,,,,,,,,,,,,,
15-828,"Pakora/bhajia, onion, fried in vegetable oil, homemade",DR,0,3.98,,0.19,0.08,1,1.3,2.3,0.25,0,48,0.59,N,2,,,,,,,,,,,,,,,,,,,,,,,
15-829,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",DR,0,5.1,,0.16,0.07,0.8,1.3,2.1,0.25,0,36,0.5,N,8,,,,,,,,,,,,,,,,,,,,,,,
15-830,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",DR,0,5.73,,0.23,0.08,1.1,1.5,2.6,0.2,0,53,0.56,N,2,,,,,,,,,,,,,,,,,,,,,,,
15-831,"Pakora/bhajia, potato, fried in vegetable oil, homemade",DR,0,4.79,,0.22,0.06,0.9,1.2,2.1,0.2,0,37,0.62,N,6,,,,,,,,,,,,,,,,,,,,,,,
